GeneSetId,GeneCount,Chromosome,RangeStart,RangeEnd,TotalFragments,Duplicates,SupportingTrans,Unspliced,AltSJ,Chimeric,LowMapQual,ForwardStrand,ReverseStrand,Genes
chr17_632,1,chr17,41271311,41271835,0,0,0,0,0,0,0,0,0,KRTAP9-11P
chr1_454,2,chr1,27660328,27672212,0,0,0,0,0,0,0,0,0,LINC02574;IFI6
chr5_215,1,chr5,39284140,39371324,0,0,0,0,0,0,0,0,0,C9
chr4_357,1,chr4,54009789,54064605,0,0,0,0,0,0,0,0,0,CHIC2
chr17_633,1,chr17,41275698,41276207,0,0,0,0,0,0,0,0,0,KRTAP9-7
chr1_455,1,chr1,27675603,27675709,0,0,0,0,0,0,0,0,0,RNU6-949P
chr5_216,1,chr5,39371675,39462300,0,0,0,0,0,0,0,0,0,DAB2
chr4_358,1,chr4,54086926,54087783,0,0,0,0,0,0,0,0,0,MORF4L2P1
chr17_634,1,chr17,41280604,41280810,0,0,0,0,0,0,0,0,0,KRTAP9-10P
chr5_217,1,chr5,39520398,39524726,0,0,0,0,0,0,0,0,0,LINC02104
chr1_456,1,chr1,27686810,27687471,0,0,0,0,0,0,0,0,0,CHMP1AP1
chr4_359,1,chr4,54099523,54102498,0,0,0,0,0,0,0,0,0,GSX2
chr17_635,1,chr17,41301826,41302851,0,0,0,0,0,0,0,0,0,KRTAP29-1
chr5_218,1,chr5,39571478,39572639,0,0,0,0,0,0,0,0,0,CFAP53P1
chr1_457,1,chr1,27693731,27693835,0,0,0,0,0,0,0,0,0,RNU6-424P
chr4_360,1,chr4,54221126,54221472,0,0,0,0,0,0,0,0,0,RPL22P13
chr17_636,1,chr17,41307700,41309309,0,0,0,0,0,0,0,0,0,KRTAP16-1
chr5_219,1,chr5,39718984,39721513,0,0,0,0,0,0,0,0,0,INTS6P1
chr1_458,2,chr1,27725961,27763116,0,0,0,0,0,0,0,0,0,FAM76A;RPEP3
chr4_361,1,chr4,54229280,54298245,0,0,0,0,0,0,0,0,0,PDGFRA
chr17_637,1,chr17,41314912,41315710,0,0,0,0,0,0,0,0,0,KRTAP17-1
chr5_220,1,chr5,39888576,39889059,0,0,0,0,0,0,0,0,0,GCSHP1
chr1_459,1,chr1,27773219,27824443,0,0,0,0,0,0,0,0,0,STX12
chr17_638,1,chr17,41323427,41329545,0,0,0,0,0,0,0,0,0,TBC1D3P7
chr4_362,1,chr4,54332892,54355954,0,0,0,0,0,0,0,0,0,LINC02283
chr5_221,1,chr5,39892138,40053324,0,0,0,0,0,0,0,0,0,LINC00603
chr1_460,1,chr1,27824538,27824643,0,0,0,0,0,0,0,0,0,RNU6-1245P
chr17_639,1,chr17,41346092,41350828,0,0,0,0,0,0,0,0,0,KRT33A
chr4_363,1,chr4,54603211,54607131,0,0,0,0,0,0,0,0,0,LINC02260
chr5_222,1,chr5,40066651,40067200,0,0,0,0,0,0,0,0,0,KRT18P56
chr1_461,2,chr1,27830782,27851676,0,0,0,0,0,0,0,0,0,PPP1R8;SCARNA1
chr17_640,1,chr17,41363498,41369813,0,0,0,0,0,0,0,0,0,KRT33B
chr4_364,1,chr4,54657267,54740783,0,0,0,0,0,0,0,0,0,KIT
chr5_223,1,chr5,40240167,40267657,0,0,0,0,0,0,0,0,0,LINC00604
chr1_462,1,chr1,27872543,27886685,0,0,0,0,0,0,0,0,0,THEMIS2
chr17_641,1,chr17,41377669,41382306,0,0,0,0,0,0,0,0,0,KRT34
chr5_224,1,chr5,40269558,40269719,0,0,0,0,0,0,0,0,0,RNU1-150P
chr4_365,1,chr4,54845568,54859241,0,0,0,0,0,0,0,0,0,LINC02358
chr1_463,1,chr1,27891524,27914746,0,0,0,0,0,0,0,0,0,RPA2
chr17_642,1,chr17,41393721,41397608,0,0,0,0,0,0,0,0,0,KRT31
chr5_225,2,chr5,40512333,40755963,0,0,0,0,0,0,0,0,0,TTC33;PTGER4
chr4_366,1,chr4,54976159,54976371,0,0,0,0,0,0,0,0,0,RPL38P3
chr1_464,1,chr1,27935000,27959157,0,0,0,0,0,0,0,0,0,SMPDL3B
chr17_643,1,chr17,41406512,41411775,0,0,0,0,0,0,0,0,0,KRT41P
chr5_226,1,chr5,40759389,40798374,0,0,0,0,0,0,0,0,0,PRKAA1
chr4_367,1,chr4,55031965,55032071,0,0,0,0,0,0,0,0,0,RNU6-410P
chr1_465,1,chr1,27959588,27968093,0,0,0,0,0,0,0,0,0,XKR8
chr17_644,1,chr17,41420547,41424585,0,0,0,0,0,0,0,0,0,KRT37
chr5_227,2,chr5,40825262,40835222,0,0,0,0,0,0,0,0,0,RPL37;SNORD72
chr4_368,1,chr4,55063738,55064026,0,0,0,0,0,0,0,0,0,RN7SL424P
chr1_466,2,chr1,27970344,28088637,0,0,0,0,0,0,0,0,0,EYA3;RN7SL559P
chr17_645,1,chr17,41436154,41440983,0,0,0,0,0,0,0,0,0,KRT38
chr5_228,1,chr5,40841308,40860175,0,0,0,0,0,0,0,0,0,CARD6
chr4_369,1,chr4,55078481,55125595,0,0,0,0,0,0,0,0,0,KDR
chr1_467,1,chr1,28095742,28096422,0,0,0,0,0,0,0,0,0,SPCS2P4
chr17_646,1,chr17,41448183,41454055,0,0,0,0,0,0,0,0,0,KRT43P
chr5_229,3,chr5,40909492,41071342,0,0,0,0,0,0,0,0,0,C7;RNU7-161P;MROH2B
chr4_370,1,chr4,55215624,55215919,0,0,0,0,0,0,0,0,0,RN7SL822P
chr1_468,1,chr1,28142737,28142841,0,0,0,0,0,0,0,0,0,RNU6-176P
chr17_647,1,chr17,41459513,41467386,0,0,0,0,0,0,0,0,0,KRT32
chr5_230,1,chr5,41142116,41261438,0,0,0,0,0,0,0,0,0,C6
chr4_371,1,chr4,55294490,55294598,0,0,0,0,0,0,0,0,0,RNU6-746P
chr1_469,1,chr1,28147166,28193936,0,0,0,0,0,0,0,0,0,PTAFR
chr17_648,1,chr17,41467956,41468146,0,0,0,0,0,0,0,0,0,RNU2-32P
chr5_231,1,chr5,41306952,41510601,0,0,0,0,0,0,0,0,0,PLCXD3
chr4_372,1,chr4,55313011,55313924,0,0,0,0,0,0,0,0,0,LRRC34P2
chr1_470,1,chr1,28199456,28233029,0,0,0,0,0,0,0,0,0,DNAJC8
chr17_649,1,chr17,41476710,41481151,0,0,0,0,0,0,0,0,0,KRT35
chr5_232,2,chr5,41730065,41872241,0,0,0,0,0,0,0,0,0,OXCT1;OXCT1-AS1
chr4_373,3,chr4,55346213,55395847,0,0,0,0,0,0,0,0,0,SRD5A3;FCF1P8;SRD5A3-AS1
chr1_471,1,chr1,28236109,28246906,0,0,0,0,0,0,0,0,0,ATP5IF1
chr17_650,1,chr17,41486136,41492546,0,0,0,0,0,0,0,0,0,KRT36
chr5_233,1,chr5,41904188,41921636,0,0,0,0,0,0,0,0,0,C5orf51
chr4_374,3,chr4,55395957,55546909,0,0,0,0,0,0,0,0,0,TMEM165;CLOCK;RN7SKP30
chr1_472,1,chr1,28259518,28282491,0,0,0,0,0,0,0,0,0,SESN2
chr17_651,1,chr17,41500981,41505705,0,0,0,0,0,0,0,0,0,KRT13
chr5_234,1,chr5,41925254,41941743,0,0,0,0,0,0,0,0,0,FBXO4
chr4_375,1,chr4,55556519,55592245,0,0,0,0,0,0,0,0,0,PDCL2
chr1_473,1,chr1,28329002,28335965,0,0,0,0,0,0,0,0,0,MED18
chr17_652,2,chr17,41513745,41522529,0,0,0,0,0,0,0,0,0,KRT15;MIR6510
chr5_235,1,chr5,41951313,41952193,0,0,0,0,0,0,0,0,0,RPSAP38
chr4_376,1,chr4,55595229,55636698,0,0,0,0,0,0,0,0,0,NMU
chr17_653,1,chr17,41523617,41528308,0,0,0,0,0,0,0,0,0,KRT19
chr1_474,2,chr1,28369582,28500364,0,0,0,0,0,0,0,0,0,PHACTR4;RNU6ATAC27P
chr5_236,1,chr5,41967139,41968366,0,0,0,0,0,0,0,0,0,MTHFD2P6
chr4_377,1,chr4,55798636,55798731,0,0,0,0,0,0,0,0,0,RNU6-276P
chr17_654,1,chr17,41549606,41554495,0,0,0,0,0,0,0,0,0,LINC00974
chr1_475,5,chr1,28505943,28539300,0,0,0,0,0,0,0,0,0,RCC1;SNHG3;SNORA73A;SNORA73B;PRDX3P2
chr5_237,2,chr5,42423439,42721878,0,0,0,0,0,0,0,0,0,GHR;SERBP1P6
chr4_378,1,chr4,55819790,55837489,0,0,0,0,0,0,0,0,0,EXOC1L
chr17_655,1,chr17,41565836,41572059,0,0,0,0,0,0,0,0,0,KRT9
chr1_476,6,chr1,28553085,28583132,0,0,0,0,0,0,0,0,0,TRNAU1AP;SNHG12;SNORD99;SNORA61;SNORA44;SNORA16A
chr5_238,2,chr5,42756818,42887392,0,0,0,0,0,0,0,0,0,CCDC152;SELENOP
chr4_379,2,chr4,55853648,55905086,0,0,0,0,0,0,0,0,0,EXOC1;RNU6-652P
chr17_656,1,chr17,41582279,41586895,0,0,0,0,0,0,0,0,0,KRT14
chr1_477,3,chr1,28587829,28648581,0,0,0,0,0,0,0,0,0,TAF12;RAB42;LINC01715
chr5_239,1,chr5,42892319,42892817,0,0,0,0,0,0,0,0,0,PPIAP77
chr4_380,1,chr4,55948871,56033361,0,0,0,0,0,0,0,0,0,CEP135
chr17_657,1,chr17,41609778,41615899,0,0,0,0,0,0,0,0,0,KRT16
chr1_478,1,chr1,28648600,28648733,0,0,0,0,0,0,0,0,0,RNU11
chr5_240,1,chr5,42897262,42897832,0,0,0,0,0,0,0,0,0,PRELID3BP4
chr4_381,4,chr4,56049098,56330609,0,0,0,0,0,0,0,0,0,CRACD;RNA5SP161;RNU6-197P;MRPL22P1
chr17_658,1,chr17,41619442,41624842,0,0,0,0,0,0,0,0,0,KRT17
chr1_479,1,chr1,28668778,28719353,0,0,0,0,0,0,0,0,0,GMEB1
chr5_241,1,chr5,42908208,42908667,0,0,0,0,0,0,0,0,0,PRELID3BP5
chr4_382,2,chr4,56338287,56387508,0,0,0,0,0,0,0,0,0,AASDH;RPL7AP31
chr17_659,1,chr17,41626327,41640199,0,0,0,0,0,0,0,0,0,KRT42P
chr5_242,1,chr5,42917414,42917984,0,0,0,0,0,0,0,0,0,PRELID3BP6
chr1_480,1,chr1,28736621,28769775,0,0,0,0,0,0,0,0,0,YTHDF2
chr4_383,1,chr4,56393362,56435615,0,0,0,0,0,0,0,0,0,PPAT
chr17_660,1,chr17,41688885,41692668,0,0,0,0,0,0,0,0,0,EIF1
chr5_243,1,chr5,42972624,42973092,0,0,0,0,0,0,0,0,0,PRELID3BP7
chr1_481,1,chr1,28812170,28871267,0,0,0,0,0,0,0,0,0,OPRD1
chr4_384,1,chr4,56435741,56464578,0,0,0,0,0,0,0,0,0,PAICS
chr17_661,1,chr17,41712331,41715969,0,0,0,0,0,0,0,0,0,GAST
chr5_244,1,chr5,43039233,43043170,0,0,0,0,0,0,0,0,0,ANXA2R
chr4_385,1,chr4,56467617,56503681,0,0,0,0,0,0,0,0,0,SRP72
chr1_482,2,chr1,28887091,29123903,0,0,0,0,0,0,0,0,0,EPB41;TMEM200B
chr17_662,3,chr17,41717742,41734644,0,0,0,0,0,0,0,0,0,HAP1;RNA5SP442;RN7SL399P
chr5_245,1,chr5,43065176,43192021,0,0,0,0,0,0,0,0,0,ZNF131
chr4_386,1,chr4,56505209,56524959,0,0,0,0,0,0,0,0,0,ARL9
chr1_483,1,chr1,29147743,29181900,0,0,0,0,0,0,0,0,0,SRSF4
chr17_663,1,chr17,41754604,41786931,0,0,0,0,0,0,0,0,0,JUP
chr5_246,2,chr5,43192071,43280850,0,0,0,0,0,0,0,0,0,NIM1K;TUBAP14
chr4_387,2,chr4,56530606,56603507,0,0,0,0,0,0,0,0,0,THEGL;GLDCP1
chr1_484,1,chr1,29192657,29230942,0,0,0,0,0,0,0,0,0,MECR
chr17_664,1,chr17,41801947,41812604,0,0,0,0,0,0,0,0,0,P3H4
chr5_247,1,chr5,43287470,43313512,0,0,0,0,0,0,0,0,0,HMGCS1
chr4_388,1,chr4,56647989,56681877,0,0,0,0,0,0,0,0,0,HOPX
chr1_485,1,chr1,29236516,29326813,0,0,0,0,0,0,0,0,0,PTPRU
chr17_665,1,chr17,41812680,41823213,0,0,0,0,0,0,0,0,0,FKBP10
chr5_248,1,chr5,43376645,43412391,0,0,0,0,0,0,0,0,0,CCL28
chr4_389,1,chr4,56710060,56710614,0,0,0,0,0,0,0,0,0,RPL17P20
chr1_486,1,chr1,29329620,29350114,0,0,0,0,0,0,0,0,0,LINC01756
chr17_666,2,chr17,41825057,41848384,0,0,0,0,0,0,0,0,0,NT5C3B;KLHL10
chr5_249,1,chr5,43444252,43483893,0,0,0,0,0,0,0,0,0,TMEM267
chr4_390,1,chr4,56794348,56794642,0,0,0,0,0,0,0,0,0,RN7SL492P
chr1_487,1,chr1,30013952,30037612,0,0,0,0,0,0,0,0,0,LINC01648
chr17_667,1,chr17,41848518,41865423,0,0,0,0,0,0,0,0,0,KLHL11
chr5_250,3,chr5,43486709,43521811,0,0,0,0,0,0,0,0,0,C5orf34;EEF1A1P19;C5orf34-AS1
chr4_391,1,chr4,56805834,56806131,0,0,0,0,0,0,0,0,0,RN7SL357P
chr1_488,2,chr1,30711277,30726827,0,0,0,0,0,0,0,0,0,MATN1;MATN1-AS1
chr17_668,1,chr17,41866917,41930542,0,0,0,0,0,0,0,0,0,ACLY
chr5_251,1,chr5,43526267,43557758,0,0,0,0,0,0,0,0,0,PAIP1
chr4_392,1,chr4,56809860,56821742,0,0,0,0,0,0,0,0,0,SPINK2
chr1_489,2,chr1,30732469,30757774,0,0,0,0,0,0,0,0,0,LAPTM5;MIR4420
chr17_669,1,chr17,41930617,41966503,0,0,0,0,0,0,0,0,0,ODAD4
chr5_252,4,chr5,43571594,43707405,0,0,0,0,0,0,0,0,0,NNT-AS1;AMD1P3;NNT;RPL29P12
chr4_393,2,chr4,56907876,56977606,0,0,0,0,0,0,0,0,0,REST;NOA1
chr1_490,1,chr1,30824217,30834864,0,0,0,0,0,0,0,0,0,LINC01778
chr5_253,1,chr5,44066624,44066731,0,0,0,0,0,0,0,0,0,RNU6-381P
chr17_670,5,chr17,41966763,42098479,0,0,0,0,0,0,0,0,0,CNP;DNAJC7;NKIRAS2;ZNF385C;C17orf113
chr4_394,5,chr4,56977722,57207459,0,0,0,0,0,0,0,0,0,POLR2B;RNU6-998P;IGFBP7;UBE2CP3;IGFBP7-AS1
chr1_491,1,chr1,30843823,30844110,0,0,0,0,0,0,0,0,0,RN7SKP91
chr5_254,2,chr5,44300247,44413989,0,0,0,0,0,0,0,0,0,FGF10;FGF10-AS1
chr17_671,1,chr17,42101404,42112714,0,0,0,0,0,0,0,0,0,DHX58
chr4_395,1,chr4,57352999,57353329,0,0,0,0,0,0,0,0,0,RPS26P24
chr1_492,1,chr1,30869466,30908758,0,0,0,0,0,0,0,0,0,SDC3
chr5_255,1,chr5,44495099,44658569,0,0,0,0,0,0,0,0,0,LINC02224
chr17_672,1,chr17,42113111,42121367,0,0,0,0,0,0,0,0,0,KAT2A
chr4_396,1,chr4,57424495,57478341,0,0,0,0,0,0,0,0,0,LINC02380
chr1_493,1,chr1,30918469,30918735,0,0,0,0,0,0,0,0,0,RN7SL371P
chr5_256,1,chr5,44716193,44716486,0,0,0,0,0,0,0,0,0,RN7SL383P
chr17_673,1,chr17,42122804,42123352,0,0,0,0,0,0,0,0,0,HSPB9
chr4_397,1,chr4,58103147,58103434,0,0,0,0,0,0,0,0,0,SRIP1
chr1_494,1,chr1,30931506,31065991,0,0,0,0,0,0,0,0,0,PUM1
chr5_257,1,chr5,44742420,44808777,0,0,0,0,0,0,0,0,0,MRPS30-DT
chr17_674,2,chr17,42124978,42155972,0,0,0,0,0,0,0,0,0,RAB5C;RAB5C-AS1
chr4_398,1,chr4,58524515,58536328,0,0,0,0,0,0,0,0,0,LINC02494
chr1_495,1,chr1,31094987,31095558,0,0,0,0,0,0,0,0,0,SELENOWP1
chr5_258,1,chr5,44808947,44820428,0,0,0,0,0,0,0,0,0,MRPS30
chr17_675,1,chr17,42156891,42181142,0,0,0,0,0,0,0,0,0,KCNH4
chr4_399,2,chr4,58939288,59046959,0,0,0,0,0,0,0,0,0,LINC02619;LINC02429
chr1_496,1,chr1,31179745,31239887,0,0,0,0,0,0,0,0,0,NKAIN1
chr5_259,1,chr5,45254948,45696498,0,0,0,0,0,0,0,0,0,HCN1
chr17_676,1,chr17,42184060,42185452,0,0,0,0,0,0,0,0,0,HCRT
chr4_400,1,chr4,59834063,59834167,0,0,0,0,0,0,0,0,0,RNU6-1325P
chr1_497,1,chr1,31259568,31296788,0,0,0,0,0,0,0,0,0,SNRNP40
chr5_260,1,chr5,50396192,50443248,0,0,0,0,0,0,0,0,0,EMB
chr17_677,1,chr17,42188799,42194513,0,0,0,0,0,0,0,0,0,GHDC
chr4_401,1,chr4,60750575,60796103,0,0,0,0,0,0,0,0,0,LINC02496
chr1_498,1,chr1,31296982,31364953,0,0,0,0,0,0,0,0,0,ZCCHC17
chr5_261,1,chr5,50665899,50846519,0,0,0,0,0,0,0,0,0,PARP8
chr17_678,2,chr17,42199176,42311943,0,0,0,0,0,0,0,0,0,STAT5B;STAT5A
chr4_402,1,chr4,60922619,60922684,0,0,0,0,0,0,0,0,0,MIR548AG1
chr1_499,1,chr1,31365253,31376850,0,0,0,0,0,0,0,0,0,FABP3
chr5_262,1,chr5,50969217,50970167,0,0,0,0,0,0,0,0,0,LINC02106
chr4_403,1,chr4,61143656,61153962,0,0,0,0,0,0,0,0,0,LINC02271
chr17_679,1,chr17,42313324,42388568,0,0,0,0,0,0,0,0,0,STAT3
chr1_500,1,chr1,31409565,31434680,0,0,0,0,0,0,0,0,0,SERINC2
chr5_263,1,chr5,51055353,51055459,0,0,0,0,0,0,0,0,0,RNU6-480P
chr4_404,4,chr4,61200326,62165554,0,0,0,0,0,0,0,0,0,ADGRL3;RPL17P19;ADGRL3-AS1;RPS15AP17
chr17_680,1,chr17,42402449,42423256,0,0,0,0,0,0,0,0,0,CAVIN1
chr1_501,1,chr1,31497577,31497683,0,0,0,0,0,0,0,0,0,RNU6-40P
chr5_264,1,chr5,51167541,51167647,0,0,0,0,0,0,0,0,0,RNU6-1296P
chr4_405,1,chr4,62248294,62248770,0,0,0,0,0,0,0,0,0,RPL21P47
chr17_681,1,chr17,42440198,42440259,0,0,0,0,0,0,0,0,0,RNU7-97P
chr1_502,3,chr1,31500085,31587686,0,0,0,0,0,0,0,0,0,LDC1P;LINC01226;TINAGL1
chr5_265,1,chr5,51372736,51383332,0,0,0,0,0,0,0,0,0,ISL1-DT
chr4_406,1,chr4,62510469,62510771,0,0,0,0,0,0,0,0,0,HMGN1P11
chr17_682,3,chr17,42458844,42522582,0,0,0,0,0,0,0,0,0,ATP6V0A1;MIR548AT;MIR5010
chr5_266,1,chr5,51383448,51394730,0,0,0,0,0,0,0,0,0,ISL1
chr1_503,4,chr1,31617686,31704319,0,0,0,0,0,0,0,0,0,HCRTR1;PEF1;PEF1-AS1;COL16A1
chr4_407,1,chr4,62816826,62818794,0,0,0,0,0,0,0,0,0,EXOC5P1
chr17_683,1,chr17,42533532,42534009,0,0,0,0,0,0,0,0,0,PTP4A2P1
chr5_267,1,chr5,51409617,51410205,0,0,0,0,0,0,0,0,0,HMGB1P47
chr1_504,2,chr1,31727117,31764893,0,0,0,0,0,0,0,0,0,ADGRB2;MIR4254
chr4_408,1,chr4,63350114,63351472,0,0,0,0,0,0,0,0,0,LARP1BP1
chr17_684,1,chr17,42536241,42544449,0,0,0,0,0,0,0,0,0,NAGLU
chr5_268,1,chr5,51886688,51886769,0,0,0,0,0,0,0,0,0,RNA5SP182
chr1_505,1,chr1,31790422,31816022,0,0,0,0,0,0,0,0,0,SPOCD1
chr4_409,2,chr4,64275257,64409468,0,0,0,0,0,0,0,0,0,TECRL;RNU6-191P
chr17_685,1,chr17,42546764,42548706,0,0,0,0,0,0,0,0,0,HSD17B1P1
chr5_269,1,chr5,51930808,51932036,0,0,0,0,0,0,0,0,0,KATNBL1P4
chr1_506,1,chr1,31906421,31944856,0,0,0,0,0,0,0,0,0,PTP4A2
chr4_410,1,chr4,64430909,64433215,0,0,0,0,0,0,0,0,0,DPP3P1
chr17_686,2,chr17,42552431,42555214,0,0,0,0,0,0,0,0,0,HSD17B1-AS1;HSD17B1
chr5_270,1,chr5,52008031,52080987,0,0,0,0,0,0,0,0,0,LINC02118
chr1_507,1,chr1,32013868,32060850,0,0,0,0,0,0,0,0,0,KHDRBS1
chr4_411,1,chr4,64606418,64606613,0,0,0,0,0,0,0,0,0,MTCO3P27
chr17_687,1,chr17,42561467,42566277,0,0,0,0,0,0,0,0,0,COASY
chr5_271,1,chr5,52282567,52282859,0,0,0,0,0,0,0,0,0,RPS17P11
chr1_508,2,chr1,32072031,32102866,0,0,0,0,0,0,0,0,0,TMEM39B;MIR5585
chr4_412,1,chr4,64607703,64608831,0,0,0,0,0,0,0,0,0,MTCYBP16
chr17_688,2,chr17,42567072,42577831,0,0,0,0,0,0,0,0,0,MLX;PSMC3IP
chr5_272,1,chr5,52579555,52581106,0,0,0,0,0,0,0,0,0,MFSD4BP1
chr1_509,1,chr1,32108056,32176563,0,0,0,0,0,0,0,0,0,KPNA6
chr4_413,1,chr4,64608905,64609424,0,0,0,0,0,0,0,0,0,MTND6P16
chr17_689,2,chr17,42579513,42615238,0,0,0,0,0,0,0,0,0,RETREG3;TUBG1
chr5_273,5,chr5,52787916,53094779,0,0,0,0,0,0,0,0,0,ITGA1;PELO;B3GNTL1P1;ITGA2-AS1;ITGA2
chr1_510,1,chr1,32179675,32198285,0,0,0,0,0,0,0,0,0,TXLNA
chr4_414,1,chr4,64609454,64610532,0,0,0,0,0,0,0,0,0,MTND5P13
chr17_690,1,chr17,42647834,42648143,0,0,0,0,0,0,0,0,0,ATP5MGP7
chr5_274,2,chr5,53095679,53127673,0,0,0,0,0,0,0,0,0,MOCS2;MOCS2-DT
chr1_511,1,chr1,32200595,32205453,0,0,0,0,0,0,0,0,0,CCDC28B
chr4_415,1,chr4,64610616,64610909,0,0,0,0,0,0,0,0,0,MTND4LP31
chr17_691,1,chr17,42648178,42648738,0,0,0,0,0,0,0,0,0,HMGB3P27
chr5_275,1,chr5,53480626,53487134,0,0,0,0,0,0,0,0,0,FST
chr4_416,1,chr4,64610980,64611308,0,0,0,0,0,0,0,0,0,MTND3P24
chr1_512,1,chr1,32205671,32208682,0,0,0,0,0,0,0,0,0,IQCC
chr17_692,1,chr17,42659284,42667006,0,0,0,0,0,0,0,0,0,TUBG2
chr5_276,1,chr5,53560633,53683338,0,0,0,0,0,0,0,0,0,NDUFS4
chr4_417,1,chr4,64611374,64611888,0,0,0,0,0,0,0,0,0,MTCO3P28
chr17_693,1,chr17,42667914,42676994,0,0,0,0,0,0,0,0,0,PLEKHH3
chr1_513,4,chr1,32209089,32245397,0,0,0,0,0,0,0,0,0,DCDC2B;TMEM234;EIF3I;MTMR9LP
chr5_277,1,chr5,53776048,53819722,0,0,0,0,0,0,0,0,0,LINC02105
chr4_418,1,chr4,64885649,65024485,0,0,0,0,0,0,0,0,0,LINC02232
chr17_694,2,chr17,42678889,42699993,0,0,0,0,0,0,0,0,0,CCR10;CNTNAP1
chr1_514,1,chr1,32247222,32248856,0,0,0,0,0,0,0,0,0,FAM167B
chr5_278,1,chr5,53859166,53860401,0,0,0,0,0,0,0,0,0,ASS1P9
chr4_419,1,chr4,65142703,65145763,0,0,0,0,0,0,0,0,0,EFL1P2
chr17_695,2,chr17,42700275,42745049,0,0,0,0,0,0,0,0,0,EZH1;MIR6780A
chr5_279,4,chr5,53883942,54310582,0,0,0,0,0,0,0,0,0,ARL15;RNU6-272P;MIR581;RN7SL801P
chr1_515,1,chr1,32251244,32286165,0,0,0,0,0,0,0,0,0,LCK
chr4_420,1,chr4,65225867,65241814,0,0,0,0,0,0,0,0,0,LINC02835
chr17_696,1,chr17,42753530,42753799,0,0,0,0,0,0,0,0,0,HMGN2P15
chr5_280,2,chr5,54313564,54415238,0,0,0,0,0,0,0,0,0,LINC01033;RPL37P25
chr1_516,1,chr1,32292083,32333635,0,0,0,0,0,0,0,0,0,HDAC1
chr4_421,2,chr4,65319563,65698029,0,0,0,0,0,0,0,0,0,EPHA5;EPHA5-AS1
chr17_697,2,chr17,42753914,42763041,0,0,0,0,0,0,0,0,0,RAMP2-AS1;RAMP2
chr5_281,1,chr5,54455699,54456377,0,0,0,0,0,0,0,0,0,HSPB3
chr1_517,1,chr1,32333839,32336233,0,0,0,0,0,0,0,0,0,MARCKSL1
chr4_422,1,chr4,65807240,65807435,0,0,0,0,0,0,0,0,0,RNU2-40P
chr17_698,1,chr17,42773449,42779599,0,0,0,0,0,0,0,0,0,VPS25
chr5_282,1,chr5,54517759,54546586,0,0,0,0,0,0,0,0,0,SNX18
chr1_518,2,chr1,32351521,32364312,0,0,0,0,0,0,0,0,0,TSSK3;FAM229A
chr4_423,1,chr4,66094142,66094526,0,0,0,0,0,0,0,0,0,IFITM3P1
chr17_699,2,chr17,42780610,42798704,0,0,0,0,0,0,0,0,0,WNK4;COA3
chr5_283,1,chr5,54808210,54872551,0,0,0,0,0,0,0,0,0,CSPG4BP
chr1_519,1,chr1,32364633,32394731,0,0,0,0,0,0,0,0,0,BSDC1
chr4_424,1,chr4,66276824,66276928,0,0,0,0,0,0,0,0,0,MIR1269A
chr17_700,4,chr17,42798800,42843760,0,0,0,0,0,0,0,0,0,CNTD1;BECN1;MIR6781;PSME3
chr5_284,1,chr5,54977867,55022671,0,0,0,0,0,0,0,0,0,ESM1
chr1_520,1,chr1,32402109,32403115,0,0,0,0,0,0,0,0,0,GAPDHP20
chr4_425,1,chr4,66431092,66431521,0,0,0,0,0,0,0,0,0,RPS23P3
chr17_701,1,chr17,42844580,42850707,0,0,0,0,0,0,0,0,0,AOC2
chr5_285,1,chr5,55024256,55034570,0,0,0,0,0,0,0,0,0,GZMK
chr1_521,1,chr1,32423214,32426789,0,0,0,0,0,0,0,0,0,LRRC37A12P
chr4_426,1,chr4,66897262,66897371,0,0,0,0,0,0,0,0,0,RNU6-699P
chr17_702,1,chr17,42851184,42858130,0,0,0,0,0,0,0,0,0,AOC3
chr5_286,1,chr5,55073015,55096553,0,0,0,0,0,0,0,0,0,GZMAP1
chr1_522,1,chr1,32457835,32458135,0,0,0,0,0,0,0,0,0,RN7SL122P
chr4_427,1,chr4,67429591,67429754,0,0,0,0,0,0,0,0,0,RNU1-63P
chr17_703,1,chr17,42865922,42874246,0,0,0,0,0,0,0,0,0,AOC4P
chr5_287,1,chr5,55102646,55110252,0,0,0,0,0,0,0,0,0,GZMA
chr1_523,1,chr1,32465072,32496686,0,0,0,0,0,0,0,0,0,ZBTB8B
chr4_428,1,chr4,67439992,67440118,0,0,0,0,0,0,0,0,0,RNA5SP527
chr17_704,2,chr17,42874670,42898704,0,0,0,0,0,0,0,0,0,LINC00671;RNU6-287P
chr5_288,5,chr5,55112971,55173177,0,0,0,0,0,0,0,0,0,CDC20B;GPX8;MIR449A;MIR449B;MIR449C
chr1_524,2,chr1,32539427,32650903,0,0,0,0,0,0,0,0,0,ZBTB8A;ZBTB8OS
chr4_429,1,chr4,67468762,67545503,0,0,0,0,0,0,0,0,0,CENPC
chr17_705,1,chr17,42900797,42914438,0,0,0,0,0,0,0,0,0,G6PC1
chr5_289,1,chr5,55219564,55227315,0,0,0,0,0,0,0,0,0,MCIDAS
chr1_525,2,chr1,32651142,32703596,0,0,0,0,0,0,0,0,0,RBBP4;SYNC
chr4_430,1,chr4,67558727,67607337,0,0,0,0,0,0,0,0,0,STAP1
chr5_290,1,chr5,55231152,55233608,0,0,0,0,0,0,0,0,0,CCNO
