sample_id	data_type	clf_group	clf_name	feat_name	feat_value	cancer_type	data_value	rank	rank_group
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Bone/Soft tissue: Osteosarcoma	1.0	8	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Bone/Soft tissue: Undiff. sarcoma	1.0	9	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Bone/Soft tissue: Other	1.0	10	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Breast: Triple negative	1.0	11	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Breast: Other	1.0	12	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	CNS: Glioma	0.8037448832360293	40	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	CNS: Medulloblastoma	1.0	13	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	CNS: Pilocytic astrocytoma	1.0	14	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Colorectum/Small intestine/Appendix	0.8521528106290829	39	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Esophagus/Stomach	0.907878241146315	36	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Gynecologic: Endometrium	0.8633820598880577	38	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Gynecologic: Ovary/Fallopian tube	1.0	15	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	HPB: Bile duct/Gallbladder	0.8849445036932895	37	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	HPB: Liver	1.0	16	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	HPB: Pancreas	1.0	17	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Head and neck: Adenoid cystic	1.0	18	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Head and neck: Salivary gland	1.0	19	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Head and neck: Other	1.0	20	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Kidney: Chromophobe	1.0	21	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Kidney: Other	1.0	22	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Lung: Non-small cell: LUAD	1.0	23	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Lung: Non-small cell: LUSC	1.0859260371836255	1	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Lung: Small cell	1.0	24	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Lymphoid tissue	1.0	25	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Mesothelium	1.0	26	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Myeloid: Acute myeloid leukemia	1.0	27	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Myeloid: Myeloproliferative neoplasm	1.0	28	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	NET: Colorectum/Small intestine	1.0	29	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	NET: Lung	1.0	30	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	NET: Pancreas	1.0	31	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Prostate	1.0	32	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Skin: Melanoma	1.0	33	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Skin: Other	1.063027958039193	2	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Thyroid gland	1.0	34	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Urothelial tract	1.0	35	14
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Anogenital	2.6613787647389047	5	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: Cartilaginous neoplasm	0.5566741666222337	38	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: GIST	1.190192699654981	16	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: Leiomyosarcoma	1.8740509822736062	6	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: Liposarcoma	0.6398281762630801	35	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: Osteosarcoma	1.242016560711299	14	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: Undiff. sarcoma	0.8953785746906445	28	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Bone/Soft tissue: Other	1.2614979830250177	12	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Breast: Triple negative	17.51668765313182	1	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Breast: Other	7.493100522815247	4	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	CNS: Glioma	1.0638419466591846	19	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	CNS: Medulloblastoma	0.9952316464060702	22	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	CNS: Pilocytic astrocytoma	1.2380413562255437	15	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Colorectum/Small intestine/Appendix	1.4406489964772442	9	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Esophagus/Stomach	0.6989426493507852	33	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Gynecologic: Endometrium	11.274029717752777	3	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Gynecologic: Ovary/Fallopian tube	16.447509398687373	2	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	HPB: Bile duct/Gallbladder	1.253246419072587	13	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	HPB: Liver	0.9135258435086703	27	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	HPB: Pancreas	1.2957938882147768	11	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Head and neck: Adenoid cystic	0.9252123173031916	26	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Head and neck: Salivary gland	0.5299588095305305	39	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Head and neck: Other	0.5749990444947942	37	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Kidney: Chromophobe	0.9998352324893278	20	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Kidney: Other	0.6746839066835392	34	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Lung: Non-small cell: LUAD	1.5641470439351635	8	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Lung: Non-small cell: LUSC	0.7007314790644547	32	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Lung: Small cell	1.071903015331709	18	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Lymphoid tissue	0.9391141116710745	24	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Mesothelium	0.7785219266411282	30	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Myeloid: Acute myeloid leukemia	0.8923750500220967	29	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Myeloid: Myeloproliferative neoplasm	0.6193085931041621	36	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	NET: Colorectum/Small intestine	0.772732582924959	31	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	NET: Lung	1.4004263739024752	10	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	NET: Pancreas	0.951388546096709	23	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Prostate	0.14601688658917464	40	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Skin: Melanoma	1.161913782301543	17	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Skin: Other	0.9262583276364443	25	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Thyroid gland	1.722327062392178	7	15
subject_a.tumor	feat_contrib	dna	event	trait.is_male	0.0	Urothelial tract	0.9966481100423116	21	15
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Anogenital	0.7790453531796049	36	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Bone/Soft tissue: Cartilaginous neoplasm	5.2521006398543895	1	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Bone/Soft tissue: GIST	1.3629700554200639	8	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Bone/Soft tissue: Leiomyosarcoma	1.1463120666849393	11	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Bone/Soft tissue: Liposarcoma	1.616816590790822	4	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Bone/Soft tissue: Osteosarcoma	0.8860836126528505	30	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Bone/Soft tissue: Undiff. sarcoma	1.002500063504902	17	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Bone/Soft tissue: Other	0.8645955984334771	32	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Breast: Triple negative	0.6877477574780287	38	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Breast: Other	0.8736535197807836	31	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	CNS: Glioma	2.262411874473295	2	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	CNS: Medulloblastoma	0.9726953031950446	24	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	CNS: Pilocytic astrocytoma	1.0761004690583806	14	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Colorectum/Small intestine/Appendix	0.8979405910555883	29	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Esophagus/Stomach	1.0017614974263012	18	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Gynecologic: Endometrium	0.941017806244129	28	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Gynecologic: Ovary/Fallopian tube	0.8009936273498642	35	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	HPB: Bile duct/Gallbladder	0.8384380735067823	33	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	HPB: Liver	1.0427730291615394	15	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	HPB: Pancreas	0.947834785123899	26	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Head and neck: Adenoid cystic	1.0820897010412085	13	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Head and neck: Salivary gland	1.4699492964997867	7	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Head and neck: Other	1.0035744258391173	16	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Kidney: Chromophobe	0.9995923206147505	23	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Kidney: Other	1.0	20	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Lung: Non-small cell: LUAD	0.6815867432271556	39	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Lung: Non-small cell: LUSC	0.9608203905576693	25	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Lung: Small cell	1.0000336228026545	19	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Lymphoid tissue	1.7621574034539333	3	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Mesothelium	1.0	21	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Myeloid: Acute myeloid leukemia	0.40632852780686235	40	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Myeloid: Myeloproliferative neoplasm	1.5421812320032704	5	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	NET: Colorectum/Small intestine	1.3568971152317886	9	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	NET: Lung	0.8282770149568799	34	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	NET: Pancreas	0.7441844876635384	37	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Prostate	1.1020778823888546	12	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Skin: Melanoma	1.0	22	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Skin: Other	1.4827220815626059	6	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Thyroid gland	1.18312429629561	10	16
subject_a.tumor	feat_contrib	dna	event	trait.whole_genome_duplication	0.0	Urothelial tract	0.9430032087903987	27	16
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Anogenital	0.8732434776428953	39	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Bone/Soft tissue: Cartilaginous neoplasm	1.0	8	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Bone/Soft tissue: GIST	1.0	9	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Bone/Soft tissue: Leiomyosarcoma	1.0	10	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Bone/Soft tissue: Liposarcoma	1.0	11	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Bone/Soft tissue: Osteosarcoma	1.0	12	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Bone/Soft tissue: Undiff. sarcoma	1.0	13	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Bone/Soft tissue: Other	1.0	14	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Breast: Triple negative	1.0	15	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Breast: Other	1.0	16	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	CNS: Glioma	1.0	17	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	CNS: Medulloblastoma	1.0	18	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	CNS: Pilocytic astrocytoma	1.0	19	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Colorectum/Small intestine/Appendix	0.583982147336987	40	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Esophagus/Stomach	0.877185961703935	38	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Gynecologic: Endometrium	1.0858227237588705	5	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Gynecologic: Ovary/Fallopian tube	1.0551708913337112	6	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	HPB: Bile duct/Gallbladder	0.9159909076843774	37	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	HPB: Liver	0.9807037317730526	31	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	HPB: Pancreas	0.9765229632779572	32	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Head and neck: Adenoid cystic	1.0	20	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Head and neck: Salivary gland	1.1219707105468015	2	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Head and neck: Other	1.1215557663943796	3	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Kidney: Chromophobe	1.0478253396597716	7	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Kidney: Other	1.0	21	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Lung: Non-small cell: LUAD	1.0	22	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Lung: Non-small cell: LUSC	0.9899109651598593	30	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Lung: Small cell	1.2459332607621632	1	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Lymphoid tissue	1.0	23	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Mesothelium	1.0	24	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Myeloid: Acute myeloid leukemia	1.0	25	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Myeloid: Myeloproliferative neoplasm	1.0	26	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	NET: Colorectum/Small intestine	1.0	27	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	NET: Lung	1.0997404181338226	4	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	NET: Pancreas	0.9407512925137481	36	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Prostate	0.9737159846652742	33	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Skin: Melanoma	0.9518125683605659	34	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Skin: Other	1.0	28	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Thyroid gland	0.9511461192021625	35	17
subject_a.tumor	feat_contrib	dna	event	driver.APC.mut	-1e-08	Urothelial tract	1.0	29	17
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Anogenital	1.0	17	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Bone/Soft tissue: Cartilaginous neoplasm	1.1721530636787618	10	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Bone/Soft tissue: GIST	1.0074116297206623	14	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Bone/Soft tissue: Leiomyosarcoma	0.8693066552037343	33	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Bone/Soft tissue: Liposarcoma	1.0	18	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Bone/Soft tissue: Osteosarcoma	0.8705886770541041	32	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Bone/Soft tissue: Undiff. sarcoma	0.7656087267874844	39	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Bone/Soft tissue: Other	0.845600859425366	35	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Breast: Triple negative	1.000079596297102	15	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Breast: Other	1.1771857507659398	9	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	CNS: Glioma	0.7379079850329243	40	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	CNS: Medulloblastoma	1.5117665079723357	3	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	CNS: Pilocytic astrocytoma	1.0	19	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Colorectum/Small intestine/Appendix	1.5469184972314303	2	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Esophagus/Stomach	0.950576656233298	26	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Gynecologic: Endometrium	1.3367551424912933	5	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Gynecologic: Ovary/Fallopian tube	1.2036009004675507	8	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	HPB: Bile duct/Gallbladder	0.7865960835111523	37	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	HPB: Liver	1.167127638479223	11	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	HPB: Pancreas	0.8121053458234795	36	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Head and neck: Adenoid cystic	1.0438268492583762	13	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Head and neck: Salivary gland	0.9992885533704092	23	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Head and neck: Other	0.9461741473577324	27	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Kidney: Chromophobe	1.8000108077874861	1	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Kidney: Other	0.898680464032528	31	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Lung: Non-small cell: LUAD	0.9515201750749859	25	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Lung: Non-small cell: LUSC	0.9451300263965361	29	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Lung: Small cell	1.210211856700973	7	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Lymphoid tissue	1.3362159367631383	6	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Mesothelium	0.7835228917632594	38	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Myeloid: Acute myeloid leukemia	1.0	20	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Myeloid: Myeloproliferative neoplasm	1.0	21	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	NET: Colorectum/Small intestine	1.0	22	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	NET: Lung	1.1367358001173307	12	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	NET: Pancreas	0.9115790507426749	30	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Prostate	1.4481333955915765	4	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Skin: Melanoma	0.9459161674781296	28	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Skin: Other	0.9911887975018218	24	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Thyroid gland	1.0000008442121926	16	18
subject_a.tumor	feat_contrib	dna	event	driver.CDKN2A.mut	-1e-08	Urothelial tract	0.8543308974691404	34	18
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Anogenital	2.675584337856844	8	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Bone/Soft tissue: Cartilaginous neoplasm	1.0	13	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Bone/Soft tissue: GIST	1.0	14	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Bone/Soft tissue: Leiomyosarcoma	1.1670453526897728	10	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Bone/Soft tissue: Liposarcoma	1.0	15	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Bone/Soft tissue: Osteosarcoma	0.6733223697492922	38	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Bone/Soft tissue: Undiff. sarcoma	0.7601839833208607	35	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Bone/Soft tissue: Other	1.000027268862435	12	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Breast: Triple negative	0.9148894085598376	33	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Breast: Other	1.0	16	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	CNS: Glioma	1.0	17	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	CNS: Medulloblastoma	1.0	18	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	CNS: Pilocytic astrocytoma	1.0	19	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Colorectum/Small intestine/Appendix	10.006061419706104	2	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Esophagus/Stomach	1.0	20	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Gynecologic: Endometrium	4.0340324106060415	7	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Gynecologic: Ovary/Fallopian tube	5.760807871660342	5	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	HPB: Bile duct/Gallbladder	6.215540972005669	4	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	HPB: Liver	1.0	21	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	HPB: Pancreas	64.62906092395626	1	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Head and neck: Adenoid cystic	1.0	22	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Head and neck: Salivary gland	0.7213175233260558	37	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Head and neck: Other	0.7372248985386965	36	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Kidney: Chromophobe	1.0	23	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Kidney: Other	1.0	24	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Lung: Non-small cell: LUAD	6.663550749450947	3	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Lung: Non-small cell: LUSC	1.0	25	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Lung: Small cell	0.47883345600593324	40	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Lymphoid tissue	1.0	26	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Mesothelium	1.0	27	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Myeloid: Acute myeloid leukemia	1.0	28	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	Myeloid: Myeloproliferative neoplasm	1.0	29	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	NET: Colorectum/Small intestine	5.22676622021297	6	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	NET: Lung	0.5937053627209191	39	19
subject_a.tumor	feat_contrib	dna	event	driver.KRAS.mut	1.0	NET: Pancreas	2.2051158519336536	9	19
